0.2474108036,0.3678937367,0.7392797888,0.6985179914,0.6924813871,0.3927605217,0.9320519865,0.6521992636,0.2127650912,0.4921113166,0.8147871978,0.3624148103,0.4503718498,0.5220719107,0.5686301256,0.4016749615,0.4535738732,0.2057153423,0.5608954242,0.6751403201
0.2363426683,0.3257426796,0.7232825789,0.6958848847,0.6877713262,0.3509199262,0.9424586059,0.5977468864,0.1940043056,0.5021645946,0.7546967717,0.3061988708,0.4972511672,0.5149394428,0.5145795895,0.4262677909,0.4972793101,0.2149186461,0.546584482,0.660916114
0.2397271928,0.3205398636,0.7230003719,0.6796091548,0.668530084,0.3433332719,0.9320166852,0.5933283248,0.1856523677,0.4934703261,0.7527065406,0.2854447491,0.517806424,0.5020638859,0.4758759465,0.4343933919,0.4734941837,0.2357882946,0.546239256,0.6572521251
0.2287177057,0.3264633558,0.7051447038,0.6753495814,0.6596663246,0.3548142977,0.9268163722,0.5874143474,0.220108215,0.4961544896,0.7281141426,0.2310893188,0.5074947508,0.456040117,0.4500326243,0.4358137696,0.4758106758,0.2538180358,0.4928176216,0.6512378122
0.2219682498,0.3140363973,0.6931781169,0.6725524145,0.6813276047,0.3655071362,0.9130397212,0.5871216966,0.201561704,0.4764614146,0.7266826362,0.2002744767,0.4800823938,0.4204958228,0.4856325476,0.4278811501,0.4945897792,0.2842757514,0.44361015,0.628961311
0.2161213391,0.3215357053,0.6934573534,0.6596964462,0.6831259632,0.3724072279,0.9020213595,0.5673381121,0.2097501738,0.4752784158,0.7126399108,0.2159493388,0.4737193063,0.4129261208,0.4942954911,0.4247850959,0.4943373398,0.3075250954,0.4023037843,0.6575022956
0.2016566446,0.3094101037,0.6724897974,0.6343185926,0.7152373649,0.3686606249,0.8755390021,0.5517259914,0.1759885101,0.4424492446,0.7030598187,0.2271206981,0.4348866784,0.3826307407,0.5490238408,0.4329633608,0.4941387544,0.3249281973,0.3558340915,0.6591620448
0.199123774,0.3141958264,0.6564541021,0.6209779326,0.7026351459,0.3797795006,0.8611799515,0.5564655445,0.1745828429,0.4340755136,0.7235135421,0.2395273125,0.4196053008,0.3691741541,0.5625751123,0.4072814067,0.4602688043,0.3919260213,0.3399734089,0.6571603042
0.1875871532,0.3040782515,0.6448808065,0.6227970026,0.7139858889,0.4011409493,0.8465935419,0.5757770897,0.165475493,0.4217352021,0.7134684449,0.2896286186,0.3855499351,0.3903157617,0.6299399872,0.3967836137,0.467142124,0.3498249277,0.3135384049,0.6996850717
0.1828046823,0.2899581669,0.6227657951,0.6191196927,0.7276707537,0.4155080994,0.835800245,0.5771249529,0.1583090504,0.4293246831,0.7047801969,0.3171960834,0.384123344,0.4121121346,0.6454046022,0.4071871745,0.4589383791,0.3836698703,0.3505353429,0.6951891735
0.2469671422,0.2833754641,0.6734007804,0.6279053552,0.711610034,0.3356645199,0.7815893363,0.5316269206,0.1288528059,0.3520663681,0.8240183504,0.2077148241,0.6194934944,0.5945783657,0.5255383839,0.4695585109,0.3792060624,0.3060179312,0.4981486022,0.4661439052
0.2306961707,0.2797383989,0.6697059297,0.6151640583,0.719902564,0.346894152,0.7551840327,0.5159556305,0.1223669646,0.3299486978,0.7996049704,0.1904817213,0.5930976461,0.5470869584,0.5396244517,0.461912896,0.3746885688,0.3333640636,0.4411063299,0.4769407218
0.2233144763,0.2766824804,0.6627489679,0.6123828269,0.7255513146,0.3403108224,0.7460262949,0.5101035153,0.1214175795,0.3294689179,0.7970894188,0.2089195168,0.5596070044,0.5251441893,0.591228393,0.4606351668,0.3886608051,0.3293284465,0.3932231349,0.4775325069
0.2119751283,0.2580666254,0.6364373178,0.6093086495,0.7103391421,0.3489752,0.7152376413,0.5087552742,0.1217449698,0.3211590896,0.7620206726,0.2365183913,0.5344817574,0.5215577274,0.6327804834,0.4583874665,0.3865868341,0.3447758071,0.3639795426,0.4714777685
0.2090554652,0.2664375279,0.6213474744,0.6013300195,0.7249930475,0.3589238762,0.7086155391,0.5129428215,0.1086153936,0.3161186648,0.7594346627,0.2309091103,0.5118930611,0.5380561495,0.6496976841,0.4531920082,0.3969285762,0.4033271385,0.3606805814,0.4687083132
0.1987627386,0.259028868,0.6231070253,0.5844707115,0.7428485834,0.361069766,0.7005349924,0.5193576617,0.0913354263,0.30917771,0.7660369496,0.2897122842,0.5178191787,0.5511387189,0.6947873588,0.443892808,0.3798785035,0.3675666784,0.3640739658,0.5061012544
0.1965865689,0.2578912581,0.6074159398,0.5814460341,0.7350182004,0.3719745472,0.688904222,0.5224062625,0.0877906475,0.3147315735,0.782783839,0.2778969257,0.5269353389,0.5299724336,0.6853274017,0.4413965949,0.3926566657,0.3739138496,0.3599711495,0.5097529439
0.1845370749,0.26749074,0.6096018598,0.5864977671,0.7367015707,0.3803804127,0.6925143209,0.5130530363,0.0765064212,0.3200868797,0.7506546807,0.2933644949,0.5085106251,0.5403934111,0.7207386085,0.4195309887,0.4080645373,0.3632402017,0.3878849909,0.5342693965
0.1828379033,0.2591695907,0.6023780552,0.5707222764,0.7469123203,0.3981551027,0.7014043445,0.5194924239,0.0781262628,0.311630622,0.7437898861,0.331453377,0.4993883066,0.5457712995,0.7291422024,0.4334125896,0.3781805127,0.351234881,0.3967333902,0.5825277236
0.1760390512,0.2599836965,0.5951939113,0.5709676292,0.7436948542,0.4060631151,0.6950891017,0.5176917595,0.0622952568,0.3165587982,0.7303874801,0.3424484765,0.5019623358,0.549216632,0.7261593743,0.4327891281,0.4182505194,0.3314960418,0.4121278805,0.5603516179
0.0304311978,0.677817591,0.3609601272,0.383081151,0.1005420463,0.5740862063,0.7277343583,0.1394836434,0.2376193899,0.3686530373,0.6077108353,0.1867751147,0.4319199773,0.4956703384,0.5942095866,0.5586675508,0.5225472644,0.5779550739,0.5669987702,0.5601972558
0.018590376,0.7137849417,0.3753635776,0.347450728,0.1091064308,0.707112648,0.7815485922,0.0592763349,0.2560393721,0.3713620311,0.5866276624,0.2266377794,0.423162255,0.4768146693,0.6949416129,0.5283548213,0.5867851878,0.6263435085,0.4792565224,0.5634840771
0.0177031098,0.725621791,0.3720575324,0.3302097135,0.1018765806,0.7334998067,0.7930906498,0.0658037759,0.2462601746,0.4167935999,0.57338881,0.2921221709,0.4097850611,0.5025756753,0.7437134678,0.5428014254,0.6050310944,0.653722738,0.478960709,0.5150867952
0.0249640711,0.7413915696,0.3727272369,0.296802031,0.1068673585,0.7453642172,0.797899264,0.0733762365,0.2658142662,0.4601071759,0.5460786687,0.3392778403,0.3693588564,0.4795746596,0.7666485029,0.5417782486,0.5726317003,0.7130755633,0.4694933653,0.4972314023
0.0358712021,0.7201657659,0.3579233464,0.2690099366,0.0801005629,0.7476850544,0.8139053395,0.0699263308,0.2650450525,0.4601805343,0.5030162448,0.3899794341,0.3929257108,0.4952741922,0.7321461167,0.5459620348,0.5735864566,0.7279454811,0.4575847993,0.4568342036
0.0306094582,0.7194159625,0.3749397384,0.2764281372,0.1070432529,0.7207138721,0.7916219804,0.1026039041,0.2621760748,0.4642157702,0.5123619972,0.4391393412,0.3808298758,0.4960267731,0.7763222674,0.5225049903,0.5697606281,0.7282382928,0.4406289118,0.4376058038
0.0433742949,0.720468914,0.3751328459,0.2539755233,0.1181315768,0.7240621786,0.7851146539,0.1001779135,0.2616211446,0.4743651047,0.5004636731,0.5001719198,0.408833166,0.5100153086,0.7632409486,0.5464929749,0.5710569416,0.7629652401,0.4730568293,0.4024573045
0.0390517066,0.7244801646,0.3806978657,0.2491793241,0.144556633,0.6745093941,0.7920963816,0.1728707067,0.2529558465,0.5275417942,0.492629206,0.5690397355,0.4026603328,0.5453867778,0.7269513144,0.5183893018,0.5663867965,0.7126577992,0.4965781207,0.4211487863
