-13.0310986688,-3.1992616183,6.3279203472,3.0135815646,2.9664800731,-3.0467967786,5.3190289776,3.2177737581,-1.3472389203,0.3006457583,2.6377297961,0.1518094237,-0.3570708387,-0.7763747297,0.2685150531,-0.022031117,-0.7647334471,-3.1671852181,0.463975313,1.5844056146,0.5656925087,-0.7432565415,2.9581601524,-1.9554992313,1.9017887319,0.0536239019,-0.6041284156,-0.1941988884,-1.993369273,-0.5627054369,-0.697854881,-0.7435965547,-0.0509025684,-1.4060774078,-0.1973334473,0.0733084203,0.102624727,0.7875592935,0.2654740055,0.1228604299,0.8818316608,-0.0673170563,-0.3974560628,-0.1840096527,0.2896281125,-1.3494564467,-0.065435755,0.9367418587,0.7062325345,0.3395890926,0.8093679194,1.0329751225,-1.0745599899,1.5440334607,1.0715299837,1.3261224143,0.1726185996,0.484428749,0.2502436349,0.6411645875,-0.2655253666,0.5319469924,0.1518961319,-0.3946242701,-0.5036683087,-0.0882671411,-0.7109254247,-0.316288318,-0.0701544559,0.4252936049,-0.83164727,-0.1326046492,-0.9548025285,-0.0634934274,-0.1781121123,-0.9305555809,-0.6170359741,-0.394119708,0.217215353,0.5937889199,0.0584800622,-0.0694995476,0.6493136685,0.2607190163,-0.5746724218,0.0991545072,0.0746355495,-0.1906976306,0.0868907291,0.2561617166,-0.1460919458,-0.8632932,0.701008527,-0.3345072682,-0.5734480073,-0.2761678175,-0.3851653642,-0.2734013698,-0.4494643003,-0.4386310973
-13.4539770058,-4.5169720618,5.926852016,2.9553398101,2.8803866882,-3.7500110529,5.504551475,2.4314479063,-1.6552555047,0.4748136533,1.8993125107,-0.8375598713,0.3431187432,-0.8841874139,-0.398120176,0.3507979126,-0.2523873847,-3.0762880397,0.2885584872,1.4405089795,0.1870979619,-0.5652364936,2.8132872074,-1.6658586726,1.2107393065,0.02455956,0.1063329019,-0.1763159405,-2.2259335382,-0.8482000634,-0.3215420349,-0.8355113683,0.6678856439,-1.0597154465,-0.3335642625,-0.220553063,-0.038264037,1.0315789417,0.0269529982,0.9039368692,0.4777556343,0.007810265,-0.2767358347,-0.4735395063,0.5916260741,-1.5443678044,0.2376290371,0.5339826947,0.9101901709,0.2612569786,0.5284544605,1.2843593827,-0.8351358594,0.8083553736,1.2559601135,1.8455471123,0.6567613159,0.1775011586,0.5705936534,0.3809013189,-0.3432573112,0.7648650358,0.3882700423,-0.5245696658,-0.4341935026,0.3504535769,-0.6746732147,-0.2565112896,0.3178780744,-0.101186934,-0.4912602275,-0.1369137364,-1.1627602936,-0.7830521362,-0.3462327648,-0.7045666437,-0.3803156899,0.0144982341,0.3385134016,1.0474303381,0.3043616609,-0.0329273253,0.3665784206,-0.1754142096,-0.5384432051,-0.374685651,-0.1253786325,-0.6159764341,-0.0871850476,0.5947889036,0.0867254679,-0.5821034093,0.6852843034,-0.3261570124,-0.6315826749,-0.1528511094,-0.6765237902,-0.4186163298,-0.4350839902,-0.2930221894
-13.3246650623,-4.6796205316,5.919776765,2.5953365194,2.5286834538,-3.8775198415,5.3183996492,2.367641157,-1.7923785142,0.3241899035,1.8748556851,-1.202820879,0.6501321014,-1.0788112655,-0.8754736632,0.4739825981,-0.5312134692,-2.8701672587,0.2843268689,1.4034428911,0.0987622443,-0.1921246131,2.5416875027,-1.6666443091,1.3204050156,-0.3391780121,0.0257406218,0.2760535137,-2.1646655381,-1.0447255898,-0.1471850772,-1.1711143511,0.6662931542,-1.3724898151,-0.0803836784,-0.0107226217,0.0922971467,1.1989992963,0.1190357396,1.4178753428,0.2097569368,-0.1116382643,-0.4321087772,-0.7673803233,0.6022341668,-1.8587083486,0.354151493,0.1729099458,0.7336935167,0.1355221956,0.9816188705,1.1932529046,-0.8165318128,0.5523225108,1.1949659597,1.8112536586,0.393474073,0.2843275995,0.6518802043,-0.2669817372,-0.4358080475,0.9430869468,0.3642079392,-0.41177516,-0.2299044147,0.4975226983,-0.9924688863,-0.1808648543,0.0914981177,0.4271506426,-0.2741991263,-0.0878568481,-0.8468166335,-0.8555370062,-0.1639577275,-0.2825666375,-0.3136142516,-0.0308885494,0.535079307,1.0967793889,0.4031837837,-0.2442045786,0.5438585901,-0.4673768802,-0.6420011301,-0.2283074514,-0.1885115521,-0.5316631538,-0.0633136045,0.4745881667,0.129981224,-0.1921712592,0.5829022475,-0.2897122003,-0.0995695746,0.1190942635,-0.5486298101,-0.2228242357,-0.3308251271,-0.4057194108
-13.7453026359,-4.4944425517,5.4721147631,2.5011189029,2.3666662197,-3.6845584093,5.2256918237,2.2822396819,-1.2266787283,0.3706916605,1.5726536041,-2.1594462457,0.4961169286,-1.7744955903,-1.1942136832,0.4955156248,-0.5040579092,-2.6920950528,-0.3704904976,1.3426001707,0.0701400103,-0.0873093049,2.2997941292,-1.9518919821,1.1633547439,-0.4172968026,-0.105525669,0.0916212105,-2.1851513036,-1.1156978197,0.0926846961,-1.4792776492,0.9367726151,-0.9947711676,0.0904791876,-0.2334010549,0.3652772156,1.1998341258,-0.2925429554,1.8177150502,-0.0996674354,-0.4082686763,-0.5620392179,-0.0902385294,0.2966760736,-1.8206926599,0.1936130777,0.1023138616,0.8110921838,0.3008219776,1.0190346522,1.2850780161,-0.486802951,0.6228123205,1.2754403226,1.422048069,0.426981952,0.0876977409,0.7493441441,-0.0954031312,-0.5710606082,0.5607293966,0.3134116025,-0.2062619217,-0.3637349338,0.0880775914,-1.1399602708,-0.2700095494,0.3434273581,0.1966076653,-0.3526450077,-0.0527101007,-0.7835825936,-0.8358349315,-0.247326732,-0.1672432176,-0.080047601,-0.0555887999,0.3815999936,0.8589849629,0.6712447363,-0.2550202145,0.4933923789,-0.1634411867,-0.4516572775,-0.0777577167,-0.4438014971,-0.6372349381,0.3364000447,0.341916569,0.1581488302,-0.2613241988,0.4224633864,-0.1581043582,-0.0306776215,0.1564611375,-0.0983067519,0.1877822679,-0.4165403914,-0.1675422711
-14.003177935,-4.8829294413,5.1720987567,2.4392482958,2.7626043928,-3.504844029,4.9800905768,2.2780136244,-1.5311773285,0.0295192193,1.5550626309,-2.7017703415,0.0866859078,-2.3117746721,-0.7551400921,0.3752565523,-0.2839159688,-2.3912769467,-0.9736526312,1.1172439329,0.0195475675,-0.1338010877,2.3030510698,-1.8652950375,0.9347223986,-0.2396424566,0.1073568483,0.7079090797,-1.9576864245,-1.4468881721,0.1580543642,-1.8913836365,0.8732740985,-1.0823284917,-0.0019538258,-0.1808964937,0.1180375085,0.8989113392,-0.2108306389,1.9932988194,-0.2796000641,-0.7524512587,-0.2958638516,0.3994442957,0.4944538807,-1.5583758608,0.1318488118,-0.0042962079,0.522334463,0.0837832519,0.8972700788,1.0161430404,-0.4008616953,0.6639929763,0.9635718914,1.4171898378,-0.0111853558,-0.2915084286,1.0647572848,-0.0282337509,-0.2863649414,0.2339471999,0.6304879584,0.2100916322,-0.2383704805,0.0353103455,-1.1455077232,-0.3157267522,0.1321569197,-0.0797152292,-0.4373138436,0.2032416903,-0.3637652249,-0.9647161979,-0.3322289623,-0.0187151094,-0.0090410926,-0.0927553264,0.4947687929,0.2153388486,0.8090054395,-0.0657225773,0.2289514722,0.1717595165,-0.1576806852,-0.2799030332,-0.4088439679,-0.7831660931,0.0441635133,0.2311425488,0.0683298853,-0.2503999657,0.2487503893,-0.2035986157,0.043521884,-0.2902651744,0.38896265,0.1741882131,-0.4987143142,0.2505386698
-14.226569843,-4.648488902,5.1790995334,2.154886801,2.7954758927,-3.3888742899,4.7836623328,1.9923264834,-1.3967381569,0.0090243703,1.3824995155,-2.4259014792,-0.0083531797,-2.4261964841,-0.6482952077,0.3283201523,-0.286875243,-2.1616529098,-1.4799667102,1.4059736969,0.2616032248,-0.1142300354,2.1257745411,-2.0679416565,0.8536125197,-0.1603598528,0.0040610654,0.5380643679,-2.0186327268,-1.2784185566,0.2338019384,-1.9210287682,0.9114912389,-1.2021149649,0.556805985,-0.0578110618,-0.0219728694,0.5471862594,-0.4701593253,2.0484687208,-0.2259948941,-0.7248125911,0.0622459497,0.5445373783,0.3291159514,-1.7182062676,0.0701533903,-0.0334771247,0.6684392488,0.286562397,0.7505906247,0.9769357599,-0.4043596868,0.4074220986,1.0832096802,1.2687567681,0.1291743624,-0.2808570635,1.1185442942,-0.2171837201,-0.1011412722,-0.0085843022,0.6266272683,0.1335567694,-0.2563075116,-0.0262605391,-1.303076305,-0.2160975743,0.0110356719,-0.2591022322,-0.5590815162,0.2366560071,-0.3474314776,-0.767314573,-0.134978754,-0.1306174506,0.1873035183,-0.1884817431,0.4187314084,0.3567784302,0.4348820717,0.0569757234,0.3977664207,0.4738298356,-0.2238185334,-0.0001198834,-0.3742035202,-0.5774529162,-0.0983504175,0.1539455675,0.4142715081,-0.4526926244,0.2257238811,-0.1160896928,-0.0108183627,-0.0497326862,0.5234725337,-0.0355140187,-0.5269859738,0.2716178061
-14.7792199282,-5.0275548851,4.6534189467,1.5935533993,3.3824278022,-3.45184339,4.3115519506,1.7668778492,-1.9510407621,-0.559724212,1.2647751776,-2.2292917639,-0.5883573903,-2.884134232,0.0266998726,0.452303226,-0.2892032009,-1.9897697576,-2.0495704329,1.4227642523,0.3983119541,-0.1243321307,2.2544137976,-1.5375839991,0.7922860306,0.3600326152,0.195366543,0.8062563193,-1.5812919564,-1.4340405856,0.309001313,-2.0480640937,0.6748370521,-1.3674169964,0.6848745411,0.1394261484,-0.2784198868,0.2609098058,-0.3909861415,1.6230691353,-0.1945082256,-0.9624755994,0.2117971882,0.6545309089,0.8125211837,-1.3053620418,-0.1481054668,0.0923644302,0.1914606894,0.3471716082,0.8227079031,0.5525897,-0.1654887994,0.2446701525,0.4738266417,1.082537726,-0.0651020636,-0.3859385629,0.7552589461,0.6262705648,0.1780275474,0.0226304011,0.7985017825,0.2242937154,-0.2057218709,-0.1366919019,-0.9516999322,-0.2585846752,-0.0522767162,-0.4802231689,-0.4814844864,0.1967049382,-0.3603023196,-0.6590084314,-0.0021768102,-0.4855885472,-0.0926889677,-0.0725670342,0.4801572074,-0.1741774422,0.2957614336,0.3597798371,0.137314857,0.1098483414,-0.260424027,-0.4696101745,-0.3760231612,-0.6378698419,-0.1797437665,-0.0258181808,0.3485466809,-0.2510583629,0.29176824,-0.3269793438,0.1308174867,0.2291691048,-0.1010256765,0.4031953882,-0.6288777737,-0.0946005646
-14.8759928806,-4.8779454276,4.2513857424,1.2984709933,3.1520767086,-3.2649686107,4.0555680594,1.8353199135,-1.974119157,-0.7047948134,1.5161194248,-2.0109422447,-0.8166000781,-3.0875407889,0.1938352162,0.0629629884,-0.6862507262,-1.3280602985,-2.2439832503,1.402514002,0.6556989772,-0.2121495323,2.254019718,-1.3853360031,1.0857764052,0.7903923418,-0.1494387527,0.5815408726,-1.2783030031,-1.4692881749,-0.175524085,-1.8725530637,0.6013240775,-1.3968469382,1.0448662072,-0.0449693978,-0.6743647539,0.4196062975,-0.3815926568,1.3017824285,-0.2756071471,-1.0307387381,-0.0819888566,0.8018793971,1.3002814041,-1.2612305507,-0.4535205026,0.3934277843,0.2862101914,0.7100475037,0.8999521227,0.7627432314,-0.2387565684,0.204403175,0.5620007594,1.3687346445,0.0762539026,-0.0731933204,0.8833697973,0.8611767616,-0.0227942175,0.0766335379,0.7803304044,0.111182178,-0.0101666588,-0.2995949543,-0.500521599,-0.4770891925,0.2153500494,-0.4645224061,-0.7553581359,0.1989196586,0.1847146317,-0.7749053428,0.0632775518,-0.2583154004,-0.4715792424,-0.3955684209,0.5273316627,-0.0829008525,0.3499643657,0.5455316178,0.129964913,0.0225337472,-0.3554182517,-0.5288897641,-0.4369769644,-0.3520778865,-0.3005257679,-0.0913553679,0.3795536542,-0.2756956636,0.2612476194,-0.5469783658,0.194406106,0.0207417651,-0.2644106343,0.461962854,-0.7369391401,-0.1443380176
-15.3167705623,-5.194237236,3.9612299982,1.3387070499,3.359552557,-2.9059470547,3.7955309594,2.1141905151,-2.1236446018,-0.9185843925,1.3926809023,-1.1291871007,-1.3252510914,-2.767969286,1.0246835674,-0.0961842954,-0.6056768087,-1.7438751745,-2.5680111436,1.8327082026,0.9161596344,-0.2348898661,2.5202148904,-1.2294957102,1.1617554165,1.3292688422,-0.2531842957,0.3896092052,-1.2254655692,-1.7133580562,0.0966423398,-1.281098749,0.2967507525,-1.4175947841,0.9330099661,0.4915856819,-0.9481145716,0.3620646623,0.1261263091,1.0482079628,-0.2068920889,-0.7902899823,-0.313102078,0.7734889494,1.7474094558,-1.1323411587,-0.6071176326,0.3571383537,0.2708296334,0.8501702349,0.9924874134,0.7026645917,-0.0932537076,-0.0122943271,0.3407474917,1.4511495875,0.0996242972,-0.0481152167,0.5129635959,0.908974864,-0.0403499829,0.3510857448,0.90679409,0.1065127433,0.0604796655,-0.3776945817,-0.3845877052,-0.5057072734,-0.2238933528,-0.3818746966,-0.8883164133,-0.0355780761,0.241838546,-0.1301552345,-0.0564312852,-0.5477240982,-0.3108896044,-0.3562100428,0.1907003292,-0.3570977386,0.0794329167,0.6060706763,0.2993921239,0.3271059251,-0.6421843676,-0.3855828068,-0.3064419014,-0.1816610634,-0.3698246437,-0.485588532,0.0852608394,-0.0847203109,0.4132601253,-0.4199906732,0.099720106,0.1933939141,-0.5712434716,0.3708501183,-0.5673531194,-0.091596472
-15.4994936039,-5.6356539938,3.406781394,1.2573685376,3.6096929151,-2.6644785748,3.6031150252,2.1336544897,-2.2413040222,-0.7871005189,1.2859159336,-0.6440150405,-1.346558658,-2.4385005055,1.2154172383,0.0615344213,-0.7018469124,-1.4096028454,-2.1145200113,1.7872262524,0.6511307465,-0.1065384819,2.5702407512,-1.2943362938,0.9977636307,1.5421930737,0.1021378014,0.3110440708,-1.2992473607,-1.5128942475,-0.108053794,-1.1574853029,0.0190764194,-1.6271444926,1.1326987481,0.2099475543,-0.9988388659,0.2232379108,0.4041301804,0.9580880119,0.2865050777,-0.6534117422,-0.4494291272,-0.0956290037,1.4784792375,-1.0956515438,-0.4869350605,0.5853516844,0.0672739618,0.8344165102,0.750524803,1.142727559,-0.0113301897,-0.2738863061,0.3088232068,1.2831018851,0.6718173008,0.0196048889,0.5908396992,0.5602515007,-0.2505716574,0.4856372323,0.8336794425,-0.0737519809,-0.1196968195,-0.0016170726,0.0695017574,-0.456307364,-0.1657460403,-0.2465268515,-0.7252114961,-0.0806378484,0.2028895393,-0.1210897819,-0.3965263996,-0.3915346111,0.1511091247,-0.55322561,0.377907839,-0.0533522685,0.19043262,0.6459222646,0.3682738587,-0.0157876286,-0.7648344776,-0.2955902176,-0.2040452678,-0.1423178387,-0.4243200156,-0.3335152621,0.3685668204,-0.1088634155,0.590565127,-0.3963450469,0.2027494393,0.3449099373,-0.8618084062,0.2711507096,-0.7488477449,-0.1661100582
